company_names,cars_names,engines,horsepower,cars_prices,fuel_types,seats
Tesla,Roadster 2,Quad Electric Motors,1288.0,200000.0,Electric,4
Jeep,Wrangler,3.6L V6 Pentastar Gasoline,285.0,35195.0,Petrol,4
Jeep,Wrangler Rubicon,2.0L Turbo I4 Gasoline,270.0,42100.0,Petrol,4
Jeep,Grand Cherokee,3.6L V6 Pentastar Gasoline,293.0,41530.0,Petrol,5
Jeep,Grand Cherokee L,3.6L V6 Pentastar Gasoline,293.0,43530.0,Petrol,7
Jeep,Cherokee,2.4L I4 Tigershark Gasoline,180.0,37695.0,Petrol,5
Jeep,Compass,2.0L Turbo Gasoline,200.0,31590.0,Petrol,5
Jeep,Renegade,1.3L Turbo I4 Gasoline,177.0,28345.0,Petrol,5
Jeep,Gladiator,3.6L V6 Pentastar Gasoline,285.0,38775.0,Petrol,5
Jeep,Wagoneer,5.7L V8 Gasoline with eTorque,392.0,63595.0,Petrol,8
Jeep,Grand Wagoneer,6.4L V8 Gasoline,471.0,91495.0,Petrol,8
Jeep,Grand Cherokee 4xe,2.0L Turbo PHEV,375.0,59865.0,Hybrid,5
Jeep,Wrangler 4xe,2.0L Turbo PHEV,375.0,50695.0,Hybrid,5
Jeep,Compass 4xe,1.3L Turbo PHEV,240.0,46500.0,Hybrid,5
Jeep,Renegade 4xe,1.3L Turbo PHEV,240.0,44500.0,Hybrid,5
Mazda,Mazda2,1.5L 4-Cylinder,108.0,18500.0,Petrol,5
Jeep,Wagoneer S (Electric),Dual Electric Motors,600.0,80000.0,Electric,5
Jeep,Gladiator Mojave Edition,3.6L V6 Pentastar Gasoline,285.0,51570.0,Petrol,5
Jeep,Grand Cherokee Summit Reserve,5.7L V8 Gasoline,357.0,66575.0,Petrol,5
Jeep,Jeep Cherokee X Edition,3.2L V6 Pentastar Gasoline,271.0,41295.0,Petrol,5
Jeep,Wrangler 392,6.4L V8 HEMI Gasoline,470.0,82495.0,Petrol,4
Cadillac,XT4,2.0L Turbo Inline-4 Gasoline,235.0,37490.0,Petrol,5
Cadillac,XT5,3.6L V6 Gasoline,310.0,44195.0,Petrol,5
Cadillac,XT6,3.6L V6 Gasoline,310.0,48595.0,Petrol,7
Cadillac,Lyriq EV,Single Electric Motor,340.0,58590.0,Electric,5
Cadillac,Escalade V,6.2L Supercharged V8 Gasoline,682.0,149990.0,Petrol,7
Cadillac,Escalade Platinum,6.2L V8 Gasoline,420.0,104595.0,Petrol,7
Cadillac,CT5-V Blackwing,6.2L Supercharged V8 Gasoline,668.0,92000.0,Petrol,5
Cadillac,CT4-V Blackwing,3.6L Twin-Turbo V6 Gasoline,472.0,60495.0,Petrol,5
Cadillac,XT4 Sport,2.0L Turbo Inline-4 Gasoline,235.0,41390.0,Petrol,5
Cadillac,XT5 Sport,3.6L V6 Gasoline,310.0,51095.0,Petrol,5
Cadillac,XT6 Sport,3.6L V6 Gasoline,310.0,57095.0,Petrol,7
Cadillac,Lyriq Launch Edition,Single Electric Motor,340.0,59990.0,Electric,5
Cadillac,Lyriq EV Premium,Dual Electric Motors,500.0,64990.0,Electric,5
Cadillac,CT5 Premium Luxury,2.0L Turbo Inline-4 Gasoline,237.0,41290.0,Petrol,5
Chevrolet,Spark,1.4L Inline-4 Gasoline,98.0,14595.0,Petrol,5
Chevrolet,Sonic,1.4L Turbo Inline-4 Gasoline,138.0,16720.0,Petrol,5
Chevrolet,Malibu,1.5L Turbo Inline-4 Gasoline,160.0,25000.0,Petrol,5
Chevrolet,Camaro,2.0L Turbo Inline-4 Gasoline,275.0,26400.0,Petrol,4
Chevrolet,Corvette,6.2L V8 Gasoline,495.0,65895.0,Petrol,2
Chevrolet,Traverse,3.6L V6 Gasoline,310.0,35915.0,Petrol,7
Chevrolet,Equinox,1.5L Turbo Inline-4 Gasoline,170.0,26600.0,Petrol,5
Chevrolet,Blazer,3.6L V6 Gasoline,308.0,44000.0,Petrol,5
Chevrolet,Tahoe,5.3L V8 Gasoline,355.0,56995.0,Petrol,7
Chevrolet,Suburban,5.3L V8 Gasoline,355.0,59900.0,Petrol,8
Chevrolet,Colorado,2.7L Turbo Inline-4 Gasoline,310.0,30695.0,Petrol,5
Chevrolet,Silverado 1500,5.3L V8 Gasoline,355.0,42795.0,Petrol,6
Chevrolet,Silverado 2500HD,6.6L V8 Gasoline,401.0,41500.0,Petrol,6
Chevrolet,Silverado 3500HD,6.6L V8 Diesel,445.0,45500.0,Diesel,6
Chevrolet,Bolt EV,Single Electric Motor,200.0,27495.0,Electric,5
Chevrolet,Bolt EUV,Single Electric Motor,200.0,28795.0,Electric,5
Chevrolet,Trailblazer,1.3L Turbo Inline-3 Gasoline,155.0,23100.0,Petrol,5
Chevrolet,Malibu Premier,2.0L Turbo Inline-4 Gasoline,250.0,33500.0,Petrol,5
Chevrolet,Camaro ZL1,6.2L Supercharged V8 Gasoline,650.0,67300.0,Petrol,4
Chevrolet,Corvette Stingray,6.2L V8 Gasoline,495.0,65895.0,Petrol,2
Chevrolet,Silverado 1500 High Country,5.3L V8 Gasoline,355.0,61595.0,Petrol,6
Chevrolet,Silverado 1500 Trail Boss,5.3L V8 Gasoline,355.0,55895.0,Petrol,6
Chevrolet,Silverado 1500 RST,5.3L V8 Gasoline,355.0,50895.0,Petrol,6
Chevrolet,Colorado ZR2,2.8L Turbo Diesel I4,181.0,48295.0,Diesel,5
Chevrolet,Traverse Premier,3.6L V6 Gasoline,310.0,46600.0,Petrol,7
Chevrolet,Equinox Premier,1.5L Turbo Inline-4 Gasoline,170.0,33400.0,Petrol,5
Chevrolet,Blazer RS,3.6L V6 Gasoline,308.0,48900.0,Petrol,5
Chevrolet,Bolt EV 2LT,Single Electric Motor,200.0,28795.0,Electric,5
Chevrolet,Camaro SS,6.2L V8 Gasoline,455.0,43500.0,Petrol,4
Chevrolet,Corvette Grand Sport,6.2L V8 Gasoline,460.0,65900.0,Petrol,2
Chevrolet,Traverse RS,3.6L V6 Gasoline,310.0,43700.0,Petrol,7
Chevrolet,Blazer Premier,3.6L V6 Gasoline,308.0,45000.0,Petrol,5
Chevrolet,Malibu LT,1.5L Turbo Inline-4 Gasoline,160.0,25800.0,Petrol,5
Chevrolet,Spark Activ,1.4L Inline-4 Gasoline,98.0,17595.0,Petrol,5
Chevrolet,Trax LT,1.2L Turbo Inline-3 Gasoline,137.0,24100.0,Petrol,5
Chevrolet,Equinox LT,1.5L Turbo Inline-4 Gasoline,170.0,28400.0,Petrol,5
Chevrolet,Silverado 3500HD High Country,6.6L V8 Diesel,445.0,75700.0,Diesel,6
Chevrolet,Colorado WT,2.7L Turbo Inline-4 Gasoline,310.0,29200.0,Petrol,5
Chevrolet,Suburban High Country,6.2L V8 Gasoline,420.0,82400.0,Petrol,8
Chevrolet,Silverado Custom,4.3L V6 Gasoline,285.0,33900.0,Petrol,6
Chevrolet,Spark LS,1.4L Inline-4 Gasoline,98.0,14395.0,Petrol,5
Chevrolet,Traverse LT,3.6L V6 Gasoline,310.0,37200.0,Petrol,7
Chevrolet,Blazer LT,2.5L Inline-4 Gasoline,193.0,36100.0,Petrol,5
Chevrolet,Malibu Premier,2.0L Turbo Inline-4 Gasoline,250.0,34500.0,Petrol,5
Chevrolet,Equinox RS,1.5L Turbo Inline-4 Gasoline,170.0,31900.0,Petrol,5
Chevrolet,Silverado 1500 Custom,4.3L V6 Gasoline,285.0,34900.0,Petrol,6
Chevrolet,Silverado 2500HD LTZ,6.6L V8 Diesel,445.0,56400.0,Diesel,6
Chevrolet,Tahoe RST,5.3L V8 Gasoline,355.0,64100.0,Petrol,7
Chevrolet,Suburban LT,5.3L V8 Gasoline,355.0,64400.0,Petrol,8
Chevrolet,Bolt EV Premier,Single Electric Motor,200.0,31700.0,Electric,5
Chevrolet,Tahoe LS,5.3L V8 Gasoline,355.0,56995.0,Petrol,8
Chevrolet,Tahoe LT,5.3L V8 Gasoline,355.0,62495.0,Petrol,8
Chevrolet,Tahoe Z71,5.3L V8 Gasoline,355.0,66700.0,Petrol,7
Chevrolet,Tahoe Premier,6.2L V8 Gasoline,420.0,71600.0,Petrol,7
Chevrolet,Tahoe High Country,6.2L V8 Gasoline,420.0,76700.0,Petrol,7
Chevrolet,Tahoe Midnight Edition,5.3L V8 Gasoline,355.0,65500.0,Petrol,8
Chevrolet,Tahoe Sport Edition,6.2L V8 Gasoline,420.0,70000.0,Petrol,7
GMC,Terrain,1.5L Turbo 4-cylinder,175.0,29900.0,Petrol,5
GMC,Acadia,2.0L Turbo 4-cylinder,228.0,36800.0,Petrol,7
GMC,Yukon,5.3L V8 Gasoline,355.0,57400.0,Petrol,8
GMC,Yukon XL,6.2L V8 Gasoline,420.0,61100.0,Petrol,8
GMC,Canyon,2.7L Turbo 4-cylinder,310.0,36900.0,Petrol,5
GMC,Sierra 1500,5.3L V8 Gasoline,355.0,37100.0,Petrol,6
GMC,Sierra 2500HD,6.6L V8 Diesel,401.0,43900.0,Diesel,6
GMC,Sierra 3500HD,6.6L V8 Diesel,445.0,49000.0,Diesel,6
GMC,Hummer EV Pickup,Dual-Motor Electric,625.0,108700.0,Electric,5
GMC,Hummer EV SUV,Dual-Motor Electric,625.0,105600.0,Electric,5
GMC,Yukon Denali,6.2L V8 Gasoline,420.0,72800.0,Petrol,8
GMC,Sierra Denali,6.2L V8 Gasoline,420.0,66800.0,Petrol,6
GMC,Terrain AT4,1.5L Turbo 4-cylinder,175.0,36500.0,Petrol,5
GMC,Acadia AT4,3.6L V6 Gasoline,310.0,41400.0,Petrol,6
GMC,Sierra 1500 AT4,5.3L V8 Gasoline,355.0,53800.0,Petrol,6
GMC,Sierra 2500HD Denali,6.6L V8 Diesel,401.0,72200.0,Diesel,6
GMC,Sierra Elevation,2.7L Turbo 4-cylinder,310.0,45000.0,Petrol,5
GMC,Canyon AT4,2.7L Turbo 4-cylinder,310.0,43900.0,Petrol,5
GMC,Canyon Denali,2.7L Turbo 4-cylinder,310.0,48000.0,Petrol,5
GMC,Yukon XL Denali Ultimate,6.2L V8 Gasoline,420.0,93800.0,Petrol,8
GMC,Terrain Denali,1.5L Turbo 4-cylinder,175.0,38600.0,Petrol,5
GMC,Acadia Denali,3.6L V6 engine,310.0,54300.0,Petrol,7
GMC,Yukon AT4,5.3L V8 engine,355.0,71505.0,Petrol,8
GMC,Yukon XL AT4,5.3L V8 engine,355.0,73305.0,Petrol,8
GMC,Sierra 1500 Elevation,2.7L Turbo engine,310.0,52000.0,Petrol,5
GMC,Sierra 1500 SLT,5.3L V8 engine,355.0,56000.0,Petrol,5
GMC,Sierra 2500HD AT4,6.6L V8 engine,401.0,70000.0,Petrol,5
GMC,Sierra 3500HD AT4,6.6L V8 engine,401.0,72000.0,Petrol,5
GMC,Canyon Elevation,2.5L I4 engine,200.0,36300.0,Petrol,5
GMC,Canyon Denali Black Edition,3.6L V6 engine,308.0,44000.0,Petrol,5
GMC,Sierra 1500 Denali Ultimate,6.2L V8 engine,420.0,80000.0,Petrol,5
GMC,Yukon XL Denali Reserve,6.2L V8 engine,420.0,82000.0,Petrol,7
GMC,Terrain Elevation Edition,1.5L Turbocharged I4 engine,170.0,28700.0,Petrol,5
GMC,Acadia Black Edition,3.6L V6 engine,310.0,45000.0,Petrol,7
GMC,Hummer EV SUV Edition 1,"Electric motors with up to 11,200.0,3.5,96550.0,Electric,15590.0
GMC,Hummer EV Pickup Edition 1,"Electric motors with up to 11,200.0,3.0,96550.0,Electric,15590.0
GMC,Sierra Denali CarbonPro,6.2L V8 engine,420.0,65000.0,Petrol,5
GMC,Yukon Denali Performance,6.2L V8 engine,420.0,76805.0,Petrol,8
GMC,Sierra 2500HD Denali Black Edition,6.6L V8 engine,401.0,75000.0,Petrol,5
GMC,Canyon AT4X,3.6L V6 engine,308.0,50000.0,Petrol,5
GMC,Yukon XL SLT,5.3L V8 engine,355.0,65000.0,Petrol,8
GMC,Sierra 1500 Pro,4.3L V6 engine,285.0,37700.0,Petrol,3
GMC,Sierra 2500HD Pro,6.6L V8 engine,401.0,60000.0,Petrol,3
GMC,Sierra 3500HD Pro,6.6L V8 engine,401.0,62000.0,Petrol,3
GMC,Terrain SLT,1.5L Turbocharged I4 engine,170.0,31000.0,Petrol,5
GMC,Acadia SLE,3.6L V6 engine,310.0,40000.0,Petrol,7
GMC,Canyon SLT,2.5L I4 engine,200.0,38000.0,Petrol,5
GMC,Yukon XL Elevation,5.3L V8 engine,355.0,75000.0,Petrol,8
GMC,Sierra 1500 AT4X,6.2L V8 engine,420.0,82000.0,Petrol,5
GMC,Hummer EV SUV Extreme Off-Road,"Electric motors with up to 11,200.0,3.6,110000.0,Electric,15590.0
GMC,Sierra EV Denali,Electric motors with advanced AWD,754.0,108700.0,Electric,5
GMC,Hummer EV Omega Edition,"Electric motors with up to 11,200.0,3.0,112700.0,Electric,15590.0
GMC,Canyon AT4X Edition 1,3.6L V6 engine,308.0,55000.0,Petrol,5
GMC,Yukon Denali Ultimate Black,6.2L V8 engine,420.0,90000.0,Petrol,8
GMC,Sierra HD Denali Reserve,6.6L V8 engine,401.0,85000.0,Petrol,5
GMC,Acadia Denali Ultimate,3.6L V6 engine,310.0,60000.0,Petrol,7
GMC,Terrain All-Terrain Edition,1.5L Turbocharged I4 engine,170.0,35000.0,Petrol,5
GMC,Yukon Trailering Edition,5.3L V8 engine,355.0,78000.0,Petrol,8
